County,Year,Gender,ADPtotrate,Felonyrate,Misdrate,Postdisprate,Predisprate,ADPtotal,Felony,Misd,Postdisp,Predisp,Population,Age
San Joaquin,2021,Female,17.55,19.74,0.0,2.19,15.35,8.0,9.0,0.0,1.0,7.0,45593,Juvenile
San Luis Ob,2021,Female,39.65,16.98,25.47,30.14,9.51,4.67,2.0,3.0,3.55,1.12,11777,Juvenile
San Mateo,2021,Female,2.81,5.62,0.0,2.81,0.0,1.0,2.0,0.0,1.0,0.0,35581,Juvenile
Santa Barba,2021,Female,8.71,4.36,4.36,4.36,4.36,2.0,1.0,1.0,1.0,1.0,22952,Juvenile
Santa Clara,2021,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98618,Juvenile
Santa Cruz,2021,Female,7.14,0.0,7.14,0.0,7.14,1.0,0.0,1.0,0.0,1.0,13997,Juvenile
Shasta,2021,Female,48.55,23.68,23.68,45.47,3.08,4.1,2.0,2.0,3.84,0.26,8445,Juvenile
Sierra,2021,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,Juvenile
Siskiyou,2021,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1857,Juvenile
Solano,2021,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22351,Juvenile
Sonoma,2021,Female,15.26,4.62,9.25,13.41,1.85,3.3,1.0,2.0,2.9,0.4,21632,Juvenile
Stanislaus,2021,Female,6.21,3.11,3.11,3.11,3.11,2.0,1.0,1.0,1.0,1.0,32201,Juvenile
Sutter,2021,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5425,Juvenile
Tehama,2021,Female,38.96,29.97,0.0,26.97,11.99,1.3,1.0,0.0,0.9,0.4,3337,Juvenile
Trinity,2021,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483,Juvenile
Tulare,2021,Female,10.28,9.34,3.11,5.14,5.14,3.3,3.0,1.0,1.65,1.65,32104,Juvenile
Tuolumne,2021,Female,142.24,161.64,0.0,128.77,13.47,2.64,3.0,0.0,2.39,0.25,1856,Juvenile
Ventura,2021,Female,24.0,18.29,4.57,10.51,13.49,10.5,8.0,2.0,4.6,5.9,43749,Juvenile
Yolo,2021,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12849,Juvenile
Yuba,2021,Female,41.07,22.32,0.0,2.9,38.17,1.84,1.0,0.0,0.13,1.71,4480,Juvenile
Alameda,2022,Female,8.86,5.31,0.0,8.86,0.0,6.68,4.0,0.0,6.68,0.0,75368,Juvenile
Alpine,2022,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,Juvenile
Amador,2022,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1179,Juvenile
Butte,2022,Female,0.0,0.0,9.48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10543,Juvenile
Calaveras,2022,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1508,Juvenile
Colusa,2022,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1352,Juvenile
Contra Cost,2022,Female,9.06,7.25,0.0,7.25,1.81,5.0,4.0,0.0,4.0,1.0,55206,Juvenile
Del Norte,2022,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1275,Juvenile
El Dorado,2022,Female,1.2,0.0,0.0,0.0,1.2,0.1,0.0,0.0,0.0,0.1,8302,Juvenile
Fresno,2022,Female,21.07,9.72,3.24,6.48,14.59,13.0,6.0,2.0,4.0,9.0,61701,Juvenile
Glenn,2022,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1607,Juvenile
Humboldt,2022,Female,15.6,15.6,0.0,0.0,15.6,1.0,1.0,0.0,0.0,1.0,6409,Juvenile
Imperial,2022,Female,21.71,0.0,26.26,8.75,12.95,2.48,0.0,3.0,1.0,1.48,11425,Juvenile
Inyo,2022,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835,Juvenile
Kern,2022,Female,40.56,28.46,14.23,29.53,11.03,22.8,16.0,8.0,16.6,6.2,56217,Juvenile
Kings,2022,Female,17.88,17.88,0.0,17.88,0.0,2.0,2.0,0.0,2.0,0.0,11183,Juvenile
Lake,2022,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2883,Juvenile
Lassen,2022,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098,Juvenile
Los Angeles,2022,Female,9.49,6.06,3.23,5.45,4.04,47.0,30.0,16.0,27.0,20.0,495453,Juvenile
Madera,2022,Female,53.65,10.73,42.92,0.0,53.65,5.0,1.0,4.0,0.0,5.0,9320,Juvenile
Marin,2022,Female,8.39,0.0,8.39,8.39,0.0,1.0,0.0,1.0,1.0,0.0,11925,Juvenile
Mariposa,2022,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592,Juvenile
Mendocino,2022,Female,29.8,24.83,0.0,0.0,29.8,1.2,1.0,0.0,0.0,1.2,4027,Juvenile
Merced,2022,Female,5.51,5.51,0.0,0.0,5.51,1.0,1.0,0.0,0.0,1.0,18146,Juvenile
Modoc,2022,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,Juvenile
Mono,2022,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654,Juvenile
Monterey,2022,Female,23.62,11.81,3.94,3.94,19.68,6.0,3.0,1.0,1.0,5.0,25404,Juvenile
Napa,2022,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6451,Juvenile
Nevada,2022,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3411,Juvenile
Orange,2022,Female,10.05,5.02,6.28,4.4,5.65,16.0,8.0,10.0,7.0,9.0,159222,Juvenile
Placer,2022,Female,18.06,18.06,0.0,18.06,0.0,3.0,3.0,0.0,3.0,0.0,16610,Juvenile
Plumas,2022,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706,Juvenile
Riverside,2022,Female,5.91,7.39,0.74,3.69,2.22,8.0,10.0,1.0,5.0,3.0,135319,Juvenile
Sacramento,2022,Female,19.89,17.41,8.7,4.97,14.92,16.0,14.0,7.0,4.0,12.0,80431,Juvenile
San Benito,2022,Female,30.69,0.0,32.31,0.0,30.69,0.95,0.0,1.0,0.0,0.95,3095,Juvenile
San Bernard,2022,Female,6.91,6.91,0.0,2.3,4.61,9.0,9.0,0.0,3.0,6.0,130230,Juvenile
San Diego,2022,Female,12.23,12.23,1.67,6.12,6.12,22.0,22.0,3.0,11.0,11.0,179816,Juvenile
San Francis,2022,Female,5.95,3.63,3.63,5.84,0.11,1.64,1.0,1.0,1.61,0.03,27557,Juvenile
San Joaquin,2022,Female,13.17,13.17,0.0,0.0,13.17,6.0,6.0,0.0,0.0,6.0,45575,Juvenile
San Luis Ob,2022,Female,10.76,8.54,0.0,6.91,3.84,1.26,1.0,0.0,0.81,0.45,11715,Juvenile
San Mateo,2022,Female,31.03,8.46,11.28,14.1,16.92,11.0,3.0,4.0,5.0,6.0,35451,Juvenile
Santa Barba,2022,Female,4.53,4.35,0.0,1.7,2.83,1.04,1.0,0.0,0.39,0.65,22978,Juvenile
Santa Clara,2022,Female,6.12,6.12,0.0,4.08,2.04,6.0,6.0,0.0,4.0,2.0,98052,Juvenile
Santa Cruz,2022,Female,16.96,0.0,21.2,0.0,16.96,2.4,0.0,3.0,0.0,2.4,14149,Juvenile
Shasta,2022,Female,30.96,0.0,23.72,11.03,19.93,2.61,0.0,2.0,0.93,1.68,8430,Juvenile
Sierra,2022,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,Juvenile
Siskiyou,2022,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1841,Juvenile
Solano,2022,Female,13.38,13.38,0.0,0.0,13.38,3.0,3.0,0.0,0.0,3.0,22424,Juvenile
Sonoma,2022,Female,24.87,14.08,9.39,7.51,17.36,5.3,3.0,2.0,1.6,3.7,21309,Juvenile
Stanislaus,2022,Female,12.39,6.19,6.19,6.19,6.19,4.0,2.0,2.0,2.0,2.0,32293,Juvenile
Sutter,2022,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5369,Juvenile
Tehama,2022,Female,30.68,30.68,0.0,0.0,30.68,1.0,1.0,0.0,0.0,1.0,3259,Juvenile
Trinity,2022,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501,Juvenile
Tulare,2022,Female,14.45,9.32,3.11,12.34,2.11,4.65,3.0,1.0,3.97,0.68,32175,Juvenile
Tuolumne,2022,Female,217.3,54.73,54.73,171.32,45.98,3.97,1.0,1.0,3.13,0.84,1827,Juvenile
Ventura,2022,Female,20.83,18.51,2.31,18.74,2.08,9.0,8.0,1.0,8.1,0.9,43215,Juvenile
Yolo,2022,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12944,Juvenile
Yuba,2022,Female,36.17,22.33,22.33,13.84,22.33,1.62,1.0,1.0,0.62,1.0,4479,Juvenile
Alameda,2023,Female,1.71,3.98,0.0,1.08,0.64,1.29,3.0,0.0,0.81,0.48,75301,Juvenile
Alpine,2023,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Juvenile
Amador,2023,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121,Juvenile
Butte,2023,Female,9.5,0.0,0.0,0.0,9.5,1.0,0.0,0.0,0.0,1.0,10522,Juvenile
Calaveras,2023,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1457,Juvenile
Colusa,2023,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340,Juvenile
Contra Cost,2023,Female,5.49,3.66,1.83,0.0,5.49,3.0,2.0,1.0,0.0,3.0,54607,Juvenile
Del Norte,2023,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1275,Juvenile
El Dorado,2023,Female,9.88,12.35,0.0,0.0,9.88,0.8,1.0,0.0,0.0,0.8,8097,Juvenile
Fresno,2023,Female,11.28,9.67,3.22,4.83,6.44,7.0,6.0,2.0,3.0,4.0,62077,Juvenile
Glenn,2023,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1582,Juvenile
Humboldt,2023,Female,30.89,30.89,0.0,15.45,15.45,2.0,2.0,0.0,1.0,1.0,6474,Juvenile
Imperial,2023,Female,0.26,0.0,0.0,0.0,0.26,0.03,0.0,0.0,0.0,0.03,11495,Juvenile
Inyo,2023,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829,Juvenile
Kern,2023,Female,41.44,21.25,21.25,33.12,8.32,23.4,12.0,12.0,18.7,4.7,56467,Juvenile
Kings,2023,Female,8.84,8.84,8.84,8.84,0.0,1.0,1.0,1.0,1.0,0.0,11317,Juvenile
Lake,2023,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2923,Juvenile
Lassen,2023,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1103,Juvenile
Los Angeles,2023,Female,8.49,5.86,2.83,5.05,3.44,42.0,29.0,14.0,25.0,17.0,494826,Juvenile
Madera,2023,Female,64.82,21.61,43.21,54.01,10.8,6.0,2.0,4.0,5.0,1.0,9257,Juvenile
Marin,2023,Female,19.62,0.0,17.37,19.62,0.0,2.26,0.0,2.0,2.26,0.0,11517,Juvenile
Mariposa,2023,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560,Juvenile
Mendocino,2023,Female,73.95,73.95,0.0,0.0,73.95,3.0,3.0,0.0,0.0,3.0,4057,Juvenile
Merced,2023,Female,15.63,11.01,0.0,10.13,5.5,2.84,2.0,0.0,1.84,1.0,18166,Juvenile
Modoc,2023,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389,Juvenile
Mono,2023,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619,Juvenile
Monterey,2023,Female,11.76,0.0,7.84,0.0,11.76,3.0,0.0,2.0,0.0,3.0,25521,Juvenile
Napa,2023,Female,15.76,0.0,31.53,0.0,15.76,1.0,0.0,2.0,0.0,1.0,6344,Juvenile
Nevada,2023,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3312,Juvenile
Orange,2023,Female,9.46,4.42,4.42,3.79,5.68,15.0,7.0,7.0,6.0,9.0,158514,Juvenile
Placer,2023,Female,17.81,12.28,0.0,6.76,11.06,2.9,2.0,0.0,1.1,1.8,16281,Juvenile
Plumas,2023,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666,Juvenile
Riverside,2023,Female,10.09,6.68,4.45,7.72,2.37,13.6,9.0,6.0,10.4,3.2,134779,Juvenile
Sacramento,2023,Female,17.49,6.25,11.24,2.5,14.99,14.0,5.0,9.0,2.0,12.0,80042,Juvenile
San Benito,2023,Female,28.19,0.0,0.0,0.0,28.19,0.85,0.0,0.0,0.0,0.85,3015,Juvenile
San Bernard,2023,Female,9.95,8.42,1.53,4.59,5.36,13.0,11.0,2.0,6.0,7.0,130712,Juvenile
San Diego,2023,Female,17.01,11.52,1.65,8.23,8.78,31.0,21.0,3.0,15.0,16.0,182223,Juvenile
San Francis,2023,Female,9.95,0.0,10.51,2.38,7.57,2.84,0.0,3.0,0.68,2.16,28534,Juvenile
San Joaquin,2023,Female,15.48,11.06,4.42,4.42,11.06,7.0,5.0,2.0,2.0,5.0,45206,Juvenile
San Luis Ob,2023,Female,13.69,8.66,8.66,13.69,0.0,1.58,1.0,1.0,1.58,0.0,11543,Juvenile
San Mateo,2023,Female,2.83,0.0,0.0,0.0,2.83,1.0,0.0,0.0,0.0,1.0,35397,Juvenile
Santa Barba,2023,Female,32.0,13.01,17.35,16.35,15.65,7.38,3.0,4.0,3.77,3.61,23060,Juvenile
Santa Clara,2023,Female,10.26,11.29,0.0,6.16,4.1,10.0,11.0,0.0,6.0,4.0,97471,Juvenile
Santa Cruz,2023,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14240,Juvenile
Shasta,2023,Female,84.88,82.99,11.86,61.53,23.36,7.16,7.0,1.0,5.19,1.97,8435,Juvenile
Sierra,2023,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105,Juvenile
Siskiyou,2023,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1816,Juvenile
Solano,2023,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22494,Juvenile
Sonoma,2023,Female,36.76,14.32,14.32,22.92,13.85,7.7,3.0,3.0,4.8,2.9,20946,Juvenile
Stanislaus,2023,Female,15.51,9.3,3.1,9.3,6.2,5.0,3.0,1.0,3.0,2.0,32246,Juvenile
Sutter,2023,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5288,Juvenile
Tehama,2023,Female,34.07,61.94,30.97,30.97,3.1,1.1,2.0,1.0,1.0,0.1,3229,Juvenile
Trinity,2023,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484,Juvenile
Tulare,2023,Female,30.77,15.59,15.59,19.02,11.75,9.87,5.0,5.0,6.1,3.77,32077,Juvenile
Tuolumne,2023,Female,159.8,109.83,54.91,99.4,60.41,2.91,2.0,1.0,1.81,1.1,1821,Juvenile
Ventura,2023,Female,21.5,23.37,4.67,11.69,9.82,9.2,10.0,2.0,5.0,4.2,42783,Juvenile
Yolo,2023,Female,3.03,0.0,0.0,0.0,3.03,0.4,0.0,0.0,0.0,0.4,13189,Juvenile
Yuba,2023,Female,29.32,22.38,0.0,18.58,10.74,1.31,1.0,0.0,0.83,0.48,4468,Juvenile
Alameda,2024,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75491,Juvenile
Alpine,2024,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Juvenile
Amador,2024,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140,Juvenile
Butte,2024,Female,19.1,9.55,9.55,9.55,9.55,2.0,1.0,1.0,1.0,1.0,10472,Juvenile
Calaveras,2024,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1435,Juvenile
Colusa,2024,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340,Juvenile
Contra Cost,2024,Female,13.01,7.43,3.72,3.72,9.29,7.0,4.0,2.0,2.0,5.0,53821,Juvenile
Del Norte,2024,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1275,Juvenile
El Dorado,2024,Female,38.25,12.75,25.5,25.5,12.75,3.0,1.0,2.0,2.0,1.0,7844,Juvenile
Fresno,2024,Female,24.05,9.62,0.0,16.03,8.02,15.0,6.0,0.0,10.0,5.0,62375,Juvenile
Glenn,2024,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1562,Juvenile
Humboldt,2024,Female,34.94,30.92,0.0,15.46,19.48,2.26,2.0,0.0,1.0,1.26,6468,Juvenile
Imperial,2024,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11730,Juvenile
Inyo,2024,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,844,Juvenile
Kern,2024,Female,31.14,26.69,8.9,15.66,15.48,17.5,15.0,5.0,8.8,8.7,56191,Juvenile
Kings,2024,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11328,Juvenile
Lake,2024,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2976,Juvenile
Lassen,2024,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137,Juvenile
Los Angeles,2024,Female,9.12,6.89,2.84,5.27,3.85,45.0,34.0,14.0,26.0,19.0,493448,Juvenile
Madera,2024,Female,87.16,32.69,54.48,32.69,54.48,8.0,3.0,5.0,3.0,5.0,9178,Juvenile
Marin,2024,Female,8.86,0.0,0.0,8.86,0.0,1.0,0.0,0.0,1.0,0.0,11281,Juvenile
Mariposa,2024,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549,Juvenile
Mendocino,2024,Female,98.23,73.67,24.56,49.12,49.12,4.0,3.0,1.0,2.0,2.0,4072,Juvenile
Merced,2024,Female,15.68,11.04,0.0,7.84,7.84,2.84,2.0,0.0,1.42,1.42,18109,Juvenile
Modoc,2024,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,Juvenile
Mono,2024,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620,Juvenile
Monterey,2024,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25482,Juvenile
Napa,2024,Female,15.94,0.0,15.94,15.94,0.0,1.0,0.0,1.0,1.0,0.0,6275,Juvenile
Nevada,2024,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3315,Juvenile
Orange,2024,Female,14.29,10.12,3.79,8.47,5.82,22.6,16.0,6.0,13.4,9.2,158120,Juvenile
Placer,2024,Female,22.61,6.28,6.28,16.95,5.65,3.6,1.0,1.0,2.7,0.9,15925,Juvenile
Plumas,2024,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653,Juvenile
Riverside,2024,Female,2.76,2.23,0.0,0.67,2.09,3.7,3.0,0.0,0.9,2.8,134247,Juvenile
Sacramento,2024,Female,16.29,11.28,8.77,7.52,8.77,13.0,9.0,7.0,6.0,7.0,79780,Juvenile
San Benito,2024,Female,5.49,0.0,0.0,0.0,5.49,0.16,0.0,0.0,0.0,0.16,2914,Juvenile
San Bernard,2024,Female,12.24,11.47,2.29,6.12,6.12,16.0,15.0,3.0,8.0,8.0,130730,Juvenile
San Diego,2024,Female,18.46,8.14,0.0,12.49,5.97,34.0,15.0,0.0,23.0,11.0,184173,Juvenile
San Francis,2024,Female,2.61,3.39,0.0,0.0,2.61,0.77,1.0,0.0,0.0,0.77,29487,Juvenile
San Joaquin,2024,Female,19.97,11.09,6.66,0.0,19.97,9.0,5.0,3.0,0.0,9.0,45066,Juvenile
San Luis Ob,2024,Female,1.74,0.0,0.0,0.0,1.74,0.2,0.0,0.0,0.0,0.2,11507,Juvenile
San Mateo,2024,Female,2.85,2.85,0.0,0.0,2.85,1.0,1.0,0.0,0.0,1.0,35104,Juvenile
Santa Barba,2024,Female,9.38,8.68,4.34,5.73,3.65,2.16,2.0,1.0,1.32,0.84,23034,Juvenile
Santa Clara,2024,Female,6.21,7.25,2.07,3.11,3.11,6.0,7.0,2.0,3.0,3.0,96595,Juvenile
Santa Cruz,2024,Female,3.49,0.0,0.0,0.0,3.49,0.5,0.0,0.0,0.0,0.5,14312,Juvenile
Shasta,2024,Female,71.69,70.17,0.0,59.64,12.05,6.13,6.0,0.0,5.1,1.03,8551,Juvenile
Sierra,2024,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,Juvenile
Siskiyou,2024,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1826,Juvenile
Solano,2024,Female,8.86,4.43,4.43,4.43,4.43,2.0,1.0,1.0,1.0,1.0,22584,Juvenile
Sonoma,2024,Female,26.71,9.71,14.57,16.51,10.2,5.5,2.0,3.0,3.4,2.1,20593,Juvenile
Stanislaus,2024,Female,21.75,15.54,9.32,6.21,15.54,7.0,5.0,3.0,2.0,5.0,32183,Juvenile
Sutter,2024,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5154,Juvenile
Tehama,2024,Female,59.84,62.99,0.0,56.69,3.15,1.9,2.0,0.0,1.8,0.1,3175,Juvenile
Trinity,2024,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474,Juvenile
Tulare,2024,Female,28.75,25.11,3.14,23.88,4.86,9.16,8.0,1.0,7.61,1.55,31865,Juvenile
Tuolumne,2024,Female,17.94,0.0,0.0,0.0,17.94,0.32,0.0,0.0,0.0,0.32,1784,Juvenile
Ventura,2024,Female,6.4,2.37,2.37,3.32,3.08,2.7,1.0,1.0,1.4,1.3,42216,Juvenile
Yolo,2024,Female,2.25,0.0,0.0,0.0,2.25,0.3,0.0,0.0,0.0,0.3,13319,Juvenile
Yuba,2024,Female,21.59,22.49,0.0,0.0,21.59,0.96,1.0,0.0,0.0,0.96,4446,Juvenile
Alameda,2017,Male,94.27,68.4,32.33,57.46,36.81,75.8,55.0,26.0,46.2,29.6,80409,Juvenile
Alpine,2017,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,Juvenile
Amador,2017,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1474,Juvenile
Butte,2017,Male,349.37,259.79,0.0,259.79,89.58,39.0,29.0,0.0,29.0,10.0,11163,Juvenile
Calaveras,2017,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960,Juvenile
Colusa,2017,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1524,Juvenile
Contra Cost,2017,Male,235.15,176.77,51.89,149.2,85.95,145.0,109.0,32.0,92.0,53.0,61663,Juvenile
Del Norte,2017,Male,398.68,219.46,73.15,162.4,236.28,5.45,3.0,1.0,2.22,3.23,1367,Juvenile
El Dorado,2017,Male,208.85,56.96,142.4,56.96,151.89,22.0,6.0,15.0,6.0,16.0,10534,Juvenile
Fresno,2017,Male,292.3,254.38,47.4,183.28,109.02,185.0,161.0,30.0,116.0,69.0,63292,Juvenile
Glenn,2017,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752,Juvenile
Humboldt,2017,Male,244.57,77.64,201.86,18.01,226.55,15.75,5.0,13.0,1.16,14.59,6440,Juvenile
Imperial,2017,Male,111.62,42.93,34.34,60.1,51.52,13.0,5.0,4.0,7.0,6.0,11647,Juvenile
Inyo,2017,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928,Juvenile
Kern,2017,Male,349.55,188.62,166.12,254.9,94.66,202.0,109.0,96.0,147.3,54.7,57788,Juvenile
Kings,2017,Male,306.2,285.9,19.06,124.18,182.03,32.13,30.0,2.0,13.03,19.1,10493,Juvenile
Lake,2017,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3085,Juvenile
Lassen,2017,Male,244.7,0.0,244.7,0.0,244.7,3.0,0.0,3.0,0.0,3.0,1226,Juvenile
Los Angeles,2017,Male,180.3,131.17,44.17,130.64,49.66,951.16,692.0,233.0,689.16,262.0,527542,Juvenile
Madera,2017,Male,402.98,289.32,123.99,268.65,134.33,39.0,28.0,12.0,26.0,13.0,9678,Juvenile
Marin,2017,Male,85.45,14.73,58.93,53.04,32.41,11.6,2.0,8.0,7.2,4.4,13575,Juvenile
Mariposa,2017,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697,Juvenile
Mendocino,2017,Male,340.78,90.27,225.68,112.84,227.94,15.1,4.0,10.0,5.0,10.1,4431,Juvenile
Merced,2017,Male,194.01,103.75,57.06,123.98,70.03,37.4,20.0,11.0,23.9,13.5,19277,Juvenile
Modoc,2017,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470,Juvenile
Mono,2017,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688,Juvenile
Monterey,2017,Male,267.55,240.8,30.58,152.89,114.67,70.0,63.0,8.0,40.0,30.0,26163,Juvenile
Napa,2017,Male,189.57,108.33,94.79,81.25,108.33,14.0,8.0,7.0,6.0,8.0,7385,Juvenile
Nevada,2017,Male,120.56,98.62,24.65,26.87,93.69,4.89,4.0,1.0,1.09,3.8,4056,Juvenile
Orange,2017,Male,130.76,107.33,24.24,73.86,56.9,226.6,186.0,42.0,128.0,98.6,173297,Juvenile
Placer,2017,Male,65.7,24.77,29.73,56.58,9.12,13.26,5.0,6.0,11.42,1.84,20183,Juvenile
Plumas,2017,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743,Juvenile
Riverside,2017,Male,93.67,79.34,16.7,77.8,15.87,134.6,114.0,24.0,111.8,22.8,143694,Juvenile
Sacramento,2017,Male,108.08,79.58,23.75,26.13,81.95,91.0,67.0,20.0,22.0,69.0,84194,Juvenile
San Benito,2017,Male,209.1,85.81,143.02,113.27,95.82,7.31,3.0,5.0,3.96,3.35,3496,Juvenile
San Bernard,2017,Male,106.43,89.67,15.31,51.76,54.68,146.0,123.0,21.0,71.0,75.0,137174,Juvenile
San Diego,2017,Male,160.79,133.9,34.17,112.61,48.18,287.0,239.0,61.0,201.0,86.0,178495,Juvenile
