Status,Year,County,Sex,Race,OffenseCat,Imprisonments,Arrests,Population18-69,CostPerInmate
Adult prisoners,2018,Santa Clara,Female,Asian/other,Property,7.0,54,245057,102066
Adult prisoners,2018,Santa Cruz,Female,Asian/other,Property,0.0,4,7817,102066
Adult prisoners,2018,Shasta,Female,Asian/other,Property,3.0,4,5252,102066
Adult prisoners,2018,Sierra,Female,Asian/other,Property,0.0,0,35,102066
Adult prisoners,2018,Siskiyou,Female,Asian/other,Property,2.0,2,1390,102066
Adult prisoners,2018,Solano,Female,Asian/other,Property,0.0,23,31471,102066
Adult prisoners,2018,Sonoma,Female,Asian/other,Property,1.0,19,14015,102066
Adult prisoners,2018,Stanislaus,Female,Asian/other,Property,2.0,15,16371,102066
Adult prisoners,2018,Sutter,Female,Asian/other,Property,0.0,2,6303,102066
Adult prisoners,2018,Tehama,Female,Asian/other,Property,0.0,1,1294,102066
Adult prisoners,2018,Trinity,Female,Asian/other,Property,0.0,0,424,102066
Adult prisoners,2018,Tulare,Female,Asian/other,Property,0.0,15,8329,102066
Adult prisoners,2018,Tuolumne,Female,Asian/other,Property,0.0,1,1010,102066
Adult prisoners,2018,Ventura,Female,Asian/other,Property,2.0,18,28488,102066
Adult prisoners,2018,Yolo,Female,Asian/other,Property,1.0,4,15447,102066
Adult prisoners,2018,Yuba,Female,Asian/other,Property,0.0,9,3488,102066
Adult prisoners,2018,Unknown,Female,Asian/other,Property,0.0,0,0,102066
Adult prisoners,2018,Alameda,Female,Asian/other,PublicOrder,2.0,28,189221,102066
Adult prisoners,2018,Alpine,Female,Asian/other,PublicOrder,0.0,0,84,102066
Adult prisoners,2018,Amador,Female,Asian/other,PublicOrder,0.0,3,686,102066
Adult prisoners,2018,Butte,Female,Asian/other,PublicOrder,1.0,3,7322,102066
Adult prisoners,2018,Calaveras,Female,Asian/other,PublicOrder,0.0,1,884,102066
Adult prisoners,2018,Colusa,Female,Asian/other,PublicOrder,0.0,1,347,102066
Adult prisoners,2018,Contra Costa,Female,Asian/other,PublicOrder,0.0,24,80787,102066
Adult prisoners,2018,Del Norte,Female,Asian/other,PublicOrder,0.0,4,1222,102066
Adult prisoners,2018,El Dorado,Female,Asian/other,PublicOrder,0.0,1,5028,102066
Adult prisoners,2018,Fresno,Female,Asian/other,PublicOrder,0.0,19,39723,102066
Adult prisoners,2018,Glenn,Female,Asian/other,PublicOrder,0.0,4,599,102066
Adult prisoners,2018,Humboldt,Female,Asian/other,PublicOrder,0.0,14,5536,102066
Adult prisoners,2018,Imperial,Female,Asian/other,PublicOrder,0.0,5,1667,102066
Adult prisoners,2018,Inyo,Female,Asian/other,PublicOrder,0.0,9,887,102066
Adult prisoners,2018,Kern,Female,Asian/other,PublicOrder,0.0,4,20405,102066
Adult prisoners,2018,Kings,Female,Asian/other,PublicOrder,1.0,19,3216,102066
Adult prisoners,2018,Lake,Female,Asian/other,PublicOrder,0.0,7,1531,102066
Adult prisoners,2018,Lassen,Female,Asian/other,PublicOrder,0.0,1,622,102066
Adult prisoners,2018,Los Angeles,Female,Asian/other,PublicOrder,7.0,107,592298,102066
Adult prisoners,2018,Madera,Female,Asian/other,PublicOrder,0.0,1,2407,102066
Adult prisoners,2018,Marin,Female,Asian/other,PublicOrder,0.0,1,8865,102066
Adult prisoners,2018,Mariposa,Female,Asian/other,PublicOrder,0.0,0,412,102066
Adult prisoners,2018,Mendocino,Female,Asian/other,PublicOrder,2.0,15,2743,102066
Adult prisoners,2018,Merced,Female,Asian/other,PublicOrder,0.0,6,8856,102066
Adult prisoners,2018,Modoc,Female,Asian/other,PublicOrder,0.0,3,217,102066
Adult prisoners,2018,Mono,Female,Asian/other,PublicOrder,0.0,0,260,102066
Adult prisoners,2018,Monterey,Female,Asian/other,PublicOrder,0.0,4,13047,102066
Adult prisoners,2018,Napa,Female,Asian/other,PublicOrder,0.0,7,4973,102066
Adult prisoners,2018,Nevada,Female,Asian/other,PublicOrder,0.0,5,1697,102066
Adult prisoners,2018,Orange,Female,Asian/other,PublicOrder,2.0,50,238720,102066
Adult prisoners,2018,Placer,Female,Asian/other,PublicOrder,1.0,9,14202,102066
Adult prisoners,2018,Plumas,Female,Asian/other,PublicOrder,0.0,2,409,102066
Adult prisoners,2018,Riverside,Female,Asian/other,PublicOrder,4.0,26,75500,102066
Adult prisoners,2018,Sacramento,Female,Asian/other,PublicOrder,2.0,38,107232,102066
Adult prisoners,2018,San Benito,Female,Asian/other,PublicOrder,0.0,0,1126,102066
Adult prisoners,2018,San Bernardino,Female,Asian/other,PublicOrder,2.0,21,67582,102066
Adult prisoners,2018,San Diego,Female,Asian/other,PublicOrder,5.0,64,171735,102066
Adult prisoners,2018,San Francisco,Female,Asian/other,PublicOrder,3.0,30,119793,102066
Adult prisoners,2018,San Joaquin,Female,Asian/other,PublicOrder,0.0,17,47041,102066
Adult prisoners,2018,San Luis Obispo,Female,Asian/other,PublicOrder,0.0,4,5988,102066
Adult prisoners,2018,San Mateo,Female,Asian/other,PublicOrder,1.0,20,84974,102066
Adult prisoners,2018,Santa Barbara,Female,Asian/other,PublicOrder,1.0,3,12569,102066
Adult prisoners,2018,Santa Clara,Female,Asian/other,PublicOrder,1.0,41,245057,102066
Adult prisoners,2018,Santa Cruz,Female,Asian/other,PublicOrder,0.0,3,7817,102066
Adult prisoners,2018,Shasta,Female,Asian/other,PublicOrder,2.0,9,5252,102066
Adult prisoners,2018,Sierra,Female,Asian/other,PublicOrder,0.0,0,35,102066
Adult prisoners,2018,Siskiyou,Female,Asian/other,PublicOrder,0.0,11,1390,102066
Adult prisoners,2018,Solano,Female,Asian/other,PublicOrder,0.0,7,31471,102066
Adult prisoners,2018,Sonoma,Female,Asian/other,PublicOrder,0.0,9,14015,102066
Adult prisoners,2018,Stanislaus,Female,Asian/other,PublicOrder,0.0,6,16371,102066
Adult prisoners,2018,Sutter,Female,Asian/other,PublicOrder,0.0,5,6303,102066
Adult prisoners,2018,Tehama,Female,Asian/other,PublicOrder,0.0,2,1294,102066
Adult prisoners,2018,Trinity,Female,Asian/other,PublicOrder,0.0,1,424,102066
Adult prisoners,2018,Tulare,Female,Asian/other,PublicOrder,0.0,16,8329,102066
Adult prisoners,2018,Tuolumne,Female,Asian/other,PublicOrder,0.0,4,1010,102066
Adult prisoners,2018,Ventura,Female,Asian/other,PublicOrder,1.0,15,28488,102066
Adult prisoners,2018,Yolo,Female,Asian/other,PublicOrder,0.0,6,15447,102066
Adult prisoners,2018,Yuba,Female,Asian/other,PublicOrder,0.0,1,3488,102066
Adult prisoners,2018,Unknown,Female,Asian/other,PublicOrder,0.0,0,0,102066
Adult prisoners,2018,Alameda,Female,Asian/other,Violent,9.0,108,189221,102066
Adult prisoners,2018,Alpine,Female,Asian/other,Violent,0.0,0,84,102066
Adult prisoners,2018,Amador,Female,Asian/other,Violent,0.0,2,686,102066
Adult prisoners,2018,Butte,Female,Asian/other,Violent,1.0,9,7322,102066
Adult prisoners,2018,Calaveras,Female,Asian/other,Violent,0.0,3,884,102066
Adult prisoners,2018,Colusa,Female,Asian/other,Violent,0.0,1,347,102066
Adult prisoners,2018,Contra Costa,Female,Asian/other,Violent,4.0,48,80787,102066
Adult prisoners,2018,Del Norte,Female,Asian/other,Violent,0.0,5,1222,102066
Adult prisoners,2018,El Dorado,Female,Asian/other,Violent,2.0,3,5028,102066
Adult prisoners,2018,Fresno,Female,Asian/other,Violent,10.0,49,39723,102066
Adult prisoners,2018,Glenn,Female,Asian/other,Violent,0.0,3,599,102066
Adult prisoners,2018,Humboldt,Female,Asian/other,Violent,4.0,15,5536,102066
Adult prisoners,2018,Imperial,Female,Asian/other,Violent,3.0,2,1667,102066
Adult prisoners,2018,Inyo,Female,Asian/other,Violent,1.0,11,887,102066
Adult prisoners,2018,Kern,Female,Asian/other,Violent,5.0,14,20405,102066
Adult prisoners,2018,Kings,Female,Asian/other,Violent,3.0,7,3216,102066
Adult prisoners,2018,Lake,Female,Asian/other,Violent,0.0,13,1531,102066
Adult prisoners,2018,Lassen,Female,Asian/other,Violent,0.0,4,622,102066
Adult prisoners,2018,Los Angeles,Female,Asian/other,Violent,75.0,394,592298,102066
Adult prisoners,2018,Madera,Female,Asian/other,Violent,3.0,4,2407,102066
Adult prisoners,2018,Marin,Female,Asian/other,Violent,1.0,4,8865,102066
Adult prisoners,2018,Mariposa,Female,Asian/other,Violent,0.0,0,412,102066
Adult prisoners,2018,Mendocino,Female,Asian/other,Violent,5.0,14,2743,102066
Adult prisoners,2018,Merced,Female,Asian/other,Violent,0.0,8,8856,102066
Adult prisoners,2018,Modoc,Female,Asian/other,Violent,0.0,3,217,102066
Adult prisoners,2018,Mono,Female,Asian/other,Violent,0.0,1,260,102066
Adult prisoners,2018,Monterey,Female,Asian/other,Violent,1.0,9,13047,102066
Adult prisoners,2018,Napa,Female,Asian/other,Violent,1.0,6,4973,102066
Adult prisoners,2018,Nevada,Female,Asian/other,Violent,0.0,2,1697,102066
Adult prisoners,2018,Orange,Female,Asian/other,Violent,23.0,164,238720,102066
Adult prisoners,2018,Placer,Female,Asian/other,Violent,3.0,9,14202,102066
Adult prisoners,2018,Plumas,Female,Asian/other,Violent,0.0,4,409,102066
Adult prisoners,2018,Riverside,Female,Asian/other,Violent,20.0,55,75500,102066
Adult prisoners,2018,Sacramento,Female,Asian/other,Violent,22.0,90,107232,102066
Adult prisoners,2018,San Benito,Female,Asian/other,Violent,0.0,1,1126,102066
Adult prisoners,2018,San Bernardino,Female,Asian/other,Violent,11.0,74,67582,102066
Adult prisoners,2018,San Diego,Female,Asian/other,Violent,20.0,172,171735,102066
Adult prisoners,2018,San Francisco,Female,Asian/other,Violent,64.0,68,119793,102066
Adult prisoners,2018,San Joaquin,Female,Asian/other,Violent,4.0,50,47041,102066
Adult prisoners,2018,San Luis Obispo,Female,Asian/other,Violent,0.0,5,5988,102066
Adult prisoners,2018,San Mateo,Female,Asian/other,Violent,7.0,79,84974,102066
Adult prisoners,2018,Santa Barbara,Female,Asian/other,Violent,2.0,9,12569,102066
Adult prisoners,2018,Santa Clara,Female,Asian/other,Violent,13.0,138,245057,102066
Adult prisoners,2018,Santa Cruz,Female,Asian/other,Violent,1.0,11,7817,102066
Adult prisoners,2018,Shasta,Female,Asian/other,Violent,6.0,14,5252,102066
Adult prisoners,2018,Sierra,Female,Asian/other,Violent,0.0,0,35,102066
Adult prisoners,2018,Siskiyou,Female,Asian/other,Violent,3.0,4,1390,102066
Adult prisoners,2018,Solano,Female,Asian/other,Violent,2.0,43,31471,102066
Adult prisoners,2018,Sonoma,Female,Asian/other,Violent,3.0,20,14015,102066
Adult prisoners,2018,Stanislaus,Female,Asian/other,Violent,1.0,24,16371,102066
Adult prisoners,2018,Sutter,Female,Asian/other,Violent,0.0,0,6303,102066
Adult prisoners,2018,Tehama,Female,Asian/other,Violent,2.0,0,1294,102066
Adult prisoners,2018,Trinity,Female,Asian/other,Violent,1.0,1,424,102066
Adult prisoners,2018,Tulare,Female,Asian/other,Violent,6.0,19,8329,102066
Adult prisoners,2018,Tuolumne,Female,Asian/other,Violent,2.0,1,1010,102066
Adult prisoners,2018,Ventura,Female,Asian/other,Violent,3.0,25,28488,102066
Adult prisoners,2018,Yolo,Female,Asian/other,Violent,0.0,10,15447,102066
Adult prisoners,2018,Yuba,Female,Asian/other,Violent,0.0,6,3488,102066
Adult prisoners,2018,Unknown,Female,Asian/other,Violent,0.0,0,0,102066
Adult prisoners,2019,Alameda,Female,Asian/other,Drug,0.0,16,190088,107416
Adult prisoners,2019,Alpine,Female,Asian/other,Drug,0.0,1,91,107416
Adult prisoners,2019,Amador,Female,Asian/other,Drug,0.0,1,669,107416
Adult prisoners,2019,Butte,Female,Asian/other,Drug,0.0,3,6954,107416
Adult prisoners,2019,Calaveras,Female,Asian/other,Drug,0.0,4,867,107416
Adult prisoners,2019,Colusa,Female,Asian/other,Drug,0.0,1,339,107416
Adult prisoners,2019,Contra Costa,Female,Asian/other,Drug,0.0,12,81253,107416
Adult prisoners,2019,Del Norte,Female,Asian/other,Drug,1.0,1,1236,107416
Adult prisoners,2019,El Dorado,Female,Asian/other,Drug,0.0,0,5047,107416
Adult prisoners,2019,Fresno,Female,Asian/other,Drug,0.0,1,40165,107416
Adult prisoners,2019,Glenn,Female,Asian/other,Drug,0.0,0,598,107416
Adult prisoners,2019,Humboldt,Female,Asian/other,Drug,0.0,5,5510,107416
Adult prisoners,2019,Imperial,Female,Asian/other,Drug,0.0,2,1675,107416
Adult prisoners,2019,Inyo,Female,Asian/other,Drug,0.0,0,884,107416
Adult prisoners,2019,Kern,Female,Asian/other,Drug,1.0,1,20458,107416
Adult prisoners,2019,Kings,Female,Asian/other,Drug,0.0,3,3182,107416
Adult prisoners,2019,Lake,Female,Asian/other,Drug,0.0,0,1547,107416
Adult prisoners,2019,Lassen,Female,Asian/other,Drug,0.0,0,612,107416
Adult prisoners,2019,Los Angeles,Female,Asian/other,Drug,0.0,68,585738,107416
Adult prisoners,2019,Madera,Female,Asian/other,Drug,2.0,0,2447,107416
Adult prisoners,2019,Marin,Female,Asian/other,Drug,0.0,1,8807,107416
Adult prisoners,2019,Mariposa,Female,Asian/other,Drug,0.0,2,415,107416
Adult prisoners,2019,Mendocino,Female,Asian/other,Drug,1.0,2,2738,107416
Adult prisoners,2019,Merced,Female,Asian/other,Drug,0.0,0,8901,107416
Adult prisoners,2019,Modoc,Female,Asian/other,Drug,0.0,0,212,107416
Adult prisoners,2019,Mono,Female,Asian/other,Drug,0.0,0,250,107416
Adult prisoners,2019,Monterey,Female,Asian/other,Drug,0.0,3,12918,107416
Adult prisoners,2019,Napa,Female,Asian/other,Drug,0.0,1,5024,107416
Adult prisoners,2019,Nevada,Female,Asian/other,Drug,0.0,1,1687,107416
Adult prisoners,2019,Orange,Female,Asian/other,Drug,0.0,21,237783,107416
Adult prisoners,2019,Placer,Female,Asian/other,Drug,0.0,3,14591,107416
Adult prisoners,2019,Plumas,Female,Asian/other,Drug,0.0,2,424,107416
Adult prisoners,2019,Riverside,Female,Asian/other,Drug,4.0,12,76148,107416
Adult prisoners,2019,Sacramento,Female,Asian/other,Drug,1.0,33,108426,107416
Adult prisoners,2019,San Benito,Female,Asian/other,Drug,0.0,0,1140,107416
Adult prisoners,2019,San Bernardino,Female,Asian/other,Drug,0.0,16,67610,107416
Adult prisoners,2019,San Diego,Female,Asian/other,Drug,1.0,20,171289,107416
Adult prisoners,2019,San Francisco,Female,Asian/other,Drug,0.0,6,118824,107416
Adult prisoners,2019,San Joaquin,Female,Asian/other,Drug,1.0,5,47782,107416
Adult prisoners,2019,San Luis Obispo,Female,Asian/other,Drug,0.0,3,5978,107416
Adult prisoners,2019,San Mateo,Female,Asian/other,Drug,0.0,5,84746,107416
Adult prisoners,2019,Santa Barbara,Female,Asian/other,Drug,0.0,3,12551,107416
Adult prisoners,2019,Santa Clara,Female,Asian/other,Drug,1.0,18,245440,107416
Adult prisoners,2019,Santa Cruz,Female,Asian/other,Drug,0.0,1,7751,107416
Adult prisoners,2019,Shasta,Female,Asian/other,Drug,2.0,6,5280,107416
Adult prisoners,2019,Sierra,Female,Asian/other,Drug,0.0,0,34,107416
Adult prisoners,2019,Siskiyou,Female,Asian/other,Drug,0.0,2,1382,107416
Adult prisoners,2019,Solano,Female,Asian/other,Drug,0.0,2,31401,107416
Adult prisoners,2019,Sonoma,Female,Asian/other,Drug,0.0,1,13963,107416
Adult prisoners,2019,Stanislaus,Female,Asian/other,Drug,0.0,4,16417,107416
Adult prisoners,2019,Sutter,Female,Asian/other,Drug,0.0,0,6477,107416
Adult prisoners,2019,Tehama,Female,Asian/other,Drug,0.0,0,1306,107416
Adult prisoners,2019,Trinity,Female,Asian/other,Drug,0.0,0,417,107416
Adult prisoners,2019,Tulare,Female,Asian/other,Drug,0.0,8,8375,107416
Adult prisoners,2019,Tuolumne,Female,Asian/other,Drug,0.0,2,1020,107416
Adult prisoners,2019,Ventura,Female,Asian/other,Drug,0.0,2,28233,107416
Adult prisoners,2019,Yolo,Female,Asian/other,Drug,0.0,3,15419,107416
Adult prisoners,2019,Yuba,Female,Asian/other,Drug,0.0,0,3541,107416
Adult prisoners,2019,Unknown,Female,Asian/other,Drug,4.0,0,0,107416
Adult prisoners,2019,Alameda,Female,Asian/other,Property,0.0,65,190088,107416
Adult prisoners,2019,Alpine,Female,Asian/other,Property,0.0,1,91,107416
Adult prisoners,2019,Amador,Female,Asian/other,Property,1.0,0,669,107416
Adult prisoners,2019,Butte,Female,Asian/other,Property,2.0,5,6954,107416
Adult prisoners,2019,Calaveras,Female,Asian/other,Property,0.0,0,867,107416
Adult prisoners,2019,Colusa,Female,Asian/other,Property,0.0,0,339,107416
Adult prisoners,2019,Contra Costa,Female,Asian/other,Property,0.0,44,81253,107416
Adult prisoners,2019,Del Norte,Female,Asian/other,Property,0.0,5,1236,107416
Adult prisoners,2019,El Dorado,Female,Asian/other,Property,1.0,5,5047,107416
Adult prisoners,2019,Fresno,Female,Asian/other,Property,1.0,15,40165,107416
Adult prisoners,2019,Glenn,Female,Asian/other,Property,0.0,0,598,107416
Adult prisoners,2019,Humboldt,Female,Asian/other,Property,1.0,12,5510,107416
Adult prisoners,2019,Imperial,Female,Asian/other,Property,0.0,1,1675,107416
Adult prisoners,2019,Inyo,Female,Asian/other,Property,1.0,2,884,107416
Adult prisoners,2019,Kern,Female,Asian/other,Property,0.0,11,20458,107416
Adult prisoners,2019,Kings,Female,Asian/other,Property,1.0,7,3182,107416
Adult prisoners,2019,Lake,Female,Asian/other,Property,0.0,3,1547,107416
Adult prisoners,2019,Lassen,Female,Asian/other,Property,0.0,1,612,107416
Adult prisoners,2019,Los Angeles,Female,Asian/other,Property,19.0,238,585738,107416
Adult prisoners,2019,Madera,Female,Asian/other,Property,0.0,0,2447,107416
Adult prisoners,2019,Marin,Female,Asian/other,Property,0.0,3,8807,107416
Adult prisoners,2019,Mariposa,Female,Asian/other,Property,1.0,0,415,107416
Adult prisoners,2019,Mendocino,Female,Asian/other,Property,0.0,8,2738,107416
Adult prisoners,2019,Merced,Female,Asian/other,Property,0.0,0,8901,107416
Adult prisoners,2019,Modoc,Female,Asian/other,Property,0.0,1,212,107416
Adult prisoners,2019,Mono,Female,Asian/other,Property,0.0,0,250,107416
Adult prisoners,2019,Monterey,Female,Asian/other,Property,0.0,4,12918,107416
Adult prisoners,2019,Napa,Female,Asian/other,Property,1.0,1,5024,107416
Adult prisoners,2019,Nevada,Female,Asian/other,Property,0.0,3,1687,107416
Adult prisoners,2019,Orange,Female,Asian/other,Property,2.0,104,237783,107416
Adult prisoners,2019,Placer,Female,Asian/other,Property,0.0,13,14591,107416
Adult prisoners,2019,Plumas,Female,Asian/other,Property,0.0,1,424,107416
Adult prisoners,2019,Riverside,Female,Asian/other,Property,3.0,34,76148,107416
Adult prisoners,2019,Sacramento,Female,Asian/other,Property,2.0,58,108426,107416
Adult prisoners,2019,San Benito,Female,Asian/other,Property,0.0,0,1140,107416
Adult prisoners,2019,San Bernardino,Female,Asian/other,Property,4.0,65,67610,107416
Adult prisoners,2019,San Diego,Female,Asian/other,Property,6.0,55,171289,107416
Adult prisoners,2019,San Francisco,Female,Asian/other,Property,0.0,23,118824,107416
Adult prisoners,2019,San Joaquin,Female,Asian/other,Property,2.0,19,47782,107416
Adult prisoners,2019,San Luis Obispo,Female,Asian/other,Property,1.0,0,5978,107416
Adult prisoners,2019,San Mateo,Female,Asian/other,Property,2.0,46,84746,107416
Adult prisoners,2019,Santa Barbara,Female,Asian/other,Property,0.0,3,12551,107416
Adult prisoners,2019,Santa Clara,Female,Asian/other,Property,5.0,57,245440,107416
Adult prisoners,2019,Santa Cruz,Female,Asian/other,Property,0.0,1,7751,107416
Adult prisoners,2019,Shasta,Female,Asian/other,Property,3.0,12,5280,107416
Adult prisoners,2019,Sierra,Female,Asian/other,Property,0.0,0,34,107416
Adult prisoners,2019,Siskiyou,Female,Asian/other,Property,2.0,4,1382,107416
Adult prisoners,2019,Solano,Female,Asian/other,Property,0.0,15,31401,107416
Adult prisoners,2019,Sonoma,Female,Asian/other,Property,1.0,9,13963,107416
Adult prisoners,2019,Stanislaus,Female,Asian/other,Property,1.0,11,16417,107416
Adult prisoners,2019,Sutter,Female,Asian/other,Property,0.0,1,6477,107416
Adult prisoners,2019,Tehama,Female,Asian/other,Property,0.0,0,1306,107416
Adult prisoners,2019,Trinity,Female,Asian/other,Property,0.0,0,417,107416
Adult prisoners,2019,Tulare,Female,Asian/other,Property,0.0,15,8375,107416
Adult prisoners,2019,Tuolumne,Female,Asian/other,Property,0.0,1,1020,107416
Adult prisoners,2019,Ventura,Female,Asian/other,Property,2.0,8,28233,107416
Adult prisoners,2019,Yolo,Female,Asian/other,Property,0.0,8,15419,107416
Adult prisoners,2019,Yuba,Female,Asian/other,Property,1.0,2,3541,107416
Adult prisoners,2019,Unknown,Female,Asian/other,Property,0.0,0,0,107416
Adult prisoners,2019,Alameda,Female,Asian/other,PublicOrder,1.0,29,190088,107416
Adult prisoners,2019,Alpine,Female,Asian/other,PublicOrder,0.0,2,91,107416
Adult prisoners,2019,Amador,Female,Asian/other,PublicOrder,0.0,1,669,107416
Adult prisoners,2019,Butte,Female,Asian/other,PublicOrder,0.0,7,6954,107416
Adult prisoners,2019,Calaveras,Female,Asian/other,PublicOrder,0.0,2,867,107416
Adult prisoners,2019,Colusa,Female,Asian/other,PublicOrder,0.0,4,339,107416
Adult prisoners,2019,Contra Costa,Female,Asian/other,PublicOrder,0.0,27,81253,107416
Adult prisoners,2019,Del Norte,Female,Asian/other,PublicOrder,1.0,2,1236,107416
Adult prisoners,2019,El Dorado,Female,Asian/other,PublicOrder,0.0,4,5047,107416
Adult prisoners,2019,Fresno,Female,Asian/other,PublicOrder,0.0,15,40165,107416
